Num generated: 736; num unique: 47
Episode, Steps, Reward, Time (in milliseconds)
192, 22, -4.9, 58
193, 35, -6.1, 67
194, 43, -8.699999999999996, 75
195, 35, -5.199999999999999, 80
196, 33, -6.899999999999997, 59
197, 64, -6.299999999999994, 81
198, 64, -9.099999999999984, 79
199, 64, -19.400000000000006, 72
200, 64, -6.299999999999994, 66
201, 64, -11.999999999999993, 67
202, 64, -6.299999999999994, 72
203, 58, -10.299999999999992, 70
204, 24, -6.8999999999999995, 65
205, 51, -10.499999999999996, 66
206, 46, -7.1999999999999975, 66
207, 20, -3.7000000000000006, 73
208, 37, -5.399999999999999, 70
209, 64, -7.19999999999999, 63
210, 19, -6.599999999999998, 66
211, 20, -5.6, 74
212, 26, -7.099999999999996, 68
213, 29, -8.399999999999997, 81
214, 64, -6.299999999999994, 79
215, 64, -9.999999999999995, 75
216, 64, -6.299999999999994, 79
217, 56, -15.799999999999988, 72
218, 18, -4.3999999999999995, 77
219, 29, -5.499999999999999, 76
220, 60, -10.399999999999984, 80
221, 20, -4.699999999999999, 72
222, 54, -7.099999999999998, 75
223, 64, -6.299999999999994, 72
224, 33, -5.0, 64
225, 25, -4.199999999999999, 67
226, 19, -3.6000000000000005, 64
227, 29, -7.399999999999996, 79
228, 55, -8.099999999999994, 76
229, 34, -6.1000000000000005, 78
230, 21, -5.599999999999998, 77
231, 64, -6.299999999999994, 74
232, 64, -6.299999999999994, 70
233, 64, -6.299999999999994, 70
234, 30, -8.299999999999995, 70
235, 38, -5.499999999999999, 74
236, 33, -5.899999999999998, 72
237, 21, -3.8000000000000007, 68
238, 27, -5.4, 84
239, 64, -6.299999999999994, 64
240, 31, -6.599999999999999, 82
241, 56, -10.199999999999998, 75
242, 25, -7.099999999999996, 69
243, 20, -5.599999999999998, 72
244, 64, -6.299999999999994, 76
245, 64, -8.199999999999994, 75
246, 40, -5.699999999999998, 70
247, 64, -8.099999999999994, 75
248, 36, -7.099999999999997, 74
249, 35, -10.699999999999996, 75
250, 22, -6.799999999999997, 76
251, 24, -4.1, 72
252, 18, -5.3999999999999995, 77
253, 29, -4.6, 80
254, 51, -13.39999999999999, 70
255, 64, -6.299999999999994, 65
256, 20, -3.7000000000000006, 73
257, 23, -5.799999999999999, 77
258, 29, -10.399999999999995, 89
259, 38, -7.3999999999999995, 85
260, 33, -4.999999999999997, 78
261, 64, -10.999999999999995, 83
262, 45, -11.99999999999999, 82
263, 48, -8.399999999999997, 76
264, 27, -4.3999999999999995, 75
265, 20, -3.7000000000000006, 76
266, 64, -6.299999999999994, 90
267, 64, -7.199999999999994, 85
268, 32, -4.8999999999999995, 73
269, 64, -8.099999999999994, 75
270, 64, -6.299999999999994, 78
271, 64, -9.899999999999991, 74
272, 64, -7.199999999999994, 83
273, 64, -6.299999999999994, 74
274, 21, -3.8000000000000007, 77
275, 64, -6.299999999999994, 86
276, 64, -22.500000000000007, 83
277, 23, -4.000000000000001, 83
278, 61, -13.499999999999988, 82
279, 50, -10.49999999999999, 71
280, 28, -4.5, 89
281, 24, -6.799999999999998, 75
282, 54, -11.799999999999992, 78
283, 64, -21.30000000000002, 77
284, 31, -4.799999999999997, 83
285, 40, -7.499999999999995, 96
286, 64, -6.299999999999994, 78
287, 64, -12.799999999999986, 76
288, 64, -8.099999999999987, 83
289, 27, -4.3999999999999995, 77
290, 26, -4.3, 77
291, 58, -7.4999999999999964, 81
292, 32, -12.499999999999996, 82
293, 27, -5.299999999999999, 84
294, 64, -6.299999999999994, 92
295, 24, -6.0, 93
296, 64, -8.099999999999994, 94
297, 41, -8.499999999999991, 88
298, 51, -10.499999999999996, 87
299, 64, -8.199999999999994, 79
300, 31, -12.499999999999995, 99
301, 21, -6.6, 75
302, 64, -6.299999999999994, 87
303, 20, -3.7000000000000006, 90
304, 36, -6.199999999999997, 98
305, 64, -8.09999999999999, 81
306, 35, -6.1, 79
307, 27, -7.1, 85
308, 23, -4.0, 90
309, 47, -9.19999999999999, 79
310, 64, -7.19999999999999, 85
311, 64, -8.199999999999994, 98
312, 37, -10.999999999999996, 85
313, 64, -8.099999999999987, 82
314, 64, -6.299999999999994, 88
315, 32, -4.899999999999998, 81
316, 25, -6.099999999999996, 84
317, 25, -4.2, 88
318, 61, -9.599999999999996, 79
319, 64, -8.999999999999986, 82
320, 64, -10.999999999999995, 83
321, 22, -3.900000000000001, 97
322, 64, -6.299999999999994, 86
323, 56, -11.999999999999993, 82
324, 64, -15.79999999999999, 98
325, 29, -7.5, 84
326, 29, -5.499999999999998, 89
327, 64, -6.299999999999994, 88
328, 64, -8.09999999999999, 106
329, 34, -5.999999999999997, 93
330, 34, -5.9999999999999964, 79
331, 29, -4.6, 92
332, 33, -11.399999999999995, 85
333, 61, -9.699999999999996, 89
334, 64, -6.299999999999994, 94
335, 25, -4.2, 97
336, 48, -13.999999999999995, 84
337, 41, -7.599999999999999, 94
338, 21, -5.699999999999999, 102
339, 28, -6.3999999999999995, 90
340, 64, -6.299999999999994, 93
341, 33, -4.999999999999997, 86
342, 25, -5.1, 93
343, 20, -3.7000000000000006, 90
344, 35, -6.099999999999997, 85
345, 64, -7.19999999999999, 87
346, 23, -4.000000000000001, 82
347, 64, -8.099999999999994, 93
348, 24, -4.999999999999999, 84
349, 64, -6.299999999999994, 82
350, 52, -7.799999999999997, 92
351, 29, -6.5, 92
352, 32, -4.8999999999999995, 100
353, 38, -7.299999999999995, 87
354, 64, -7.199999999999994, 83
355, 32, -4.9, 100
356, 21, -3.8000000000000007, 87
357, 22, -3.900000000000001, 110
358, 64, -6.299999999999994, 84
359, 64, -9.099999999999987, 107
360, 47, -15.199999999999992, 91
361, 27, -5.299999999999999, 87
362, 64, -8.09999999999999, 97
363, 64, -6.299999999999994, 102
364, 30, -4.699999999999999, 96
365, 30, -4.699999999999999, 93
366, 26, -5.199999999999999, 90
367, 64, -8.199999999999994, 116
368, 35, -5.1999999999999975, 97
369, 23, -4.8999999999999995, 109
370, 21, -4.699999999999999, 96
371, 22, -3.900000000000001, 82
372, 31, -5.699999999999998, 98
373, 23, -4.000000000000001, 88
374, 64, -7.1999999999999895, 103
375, 29, -7.399999999999999, 103
376, 28, -5.3999999999999995, 95
377, 32, -8.499999999999995, 110
378, 25, -5.1, 113
379, 21, -3.8000000000000007, 97
380, 33, -6.799999999999994, 95
381, 64, -6.299999999999994, 89
382, 64, -6.299999999999994, 92
383, 24, -4.1000000000000005, 93
384, 24, -4.999999999999999, 99
385, 64, -14.499999999999984, 118
386, 32, -6.799999999999999, 114
387, 21, -4.699999999999999, 112
388, 64, -13.899999999999995, 102
389, 25, -6.1, 110
390, 49, -11.299999999999988, 103
391, 27, -6.299999999999996, 88
392, 40, -7.499999999999996, 102
393, 39, -5.599999999999999, 100
394, 64, -10.799999999999995, 108
395, 64, -10.799999999999986, 98
396, 64, -6.299999999999994, 109
397, 64, -8.099999999999994, 93
398, 64, -7.19999999999999, 103
399, 64, -10.999999999999988, 108
400, 20, -4.699999999999999, 94
401, 64, -15.699999999999985, 92
402, 24, -5.0, 101
403, 64, -6.299999999999994, 112
404, 40, -9.499999999999996, 103
405, 52, -20.700000000000003, 88
406, 64, -11.799999999999988, 99
407, 25, -4.2, 102
408, 64, -7.199999999999994, 88
409, 64, -18.4, 114
410, 64, -9.999999999999995, 124
411, 64, -8.199999999999994, 124
412, 53, -9.799999999999999, 112
413, 20, -5.6, 111
414, 30, -7.599999999999996, 104
415, 58, -8.499999999999996, 108
416, 64, -6.299999999999994, 94
417, 64, -15.799999999999986, 103
418, 24, -5.899999999999999, 111
419, 64, -8.199999999999994, 101
420, 64, -8.199999999999994, 108
421, 40, -13.199999999999998, 117
422, 22, -3.900000000000001, 93
423, 26, -6.1, 113
424, 64, -8.999999999999995, 106
425, 19, -3.6000000000000005, 130
426, 25, -5.9999999999999964, 116
427, 28, -6.299999999999998, 107
428, 45, -6.199999999999994, 108
429, 17, -5.3, 103
430, 21, -3.8000000000000007, 108
431, 19, -3.6000000000000005, 102
432, 64, -6.299999999999994, 100
433, 24, -4.999999999999999, 110
434, 47, -7.299999999999997, 108
435, 33, -8.599999999999996, 120
436, 64, -11.999999999999995, 103
437, 21, -4.699999999999999, 105
438, 31, -9.499999999999996, 113
439, 39, -10.499999999999993, 107
440, 64, -9.899999999999986, 104
441, 34, -5.999999999999997, 101
442, 64, -6.299999999999994, 104
443, 55, -10.89999999999999, 98
444, 22, -4.8999999999999995, 115
445, 64, -7.199999999999994, 107
446, 26, -6.199999999999999, 101
447, 64, -8.09999999999999, 111
448, 64, -6.299999999999994, 108
449, 64, -8.999999999999986, 94
450, 24, -6.899999999999999, 101
451, 35, -6.999999999999998, 108
452, 27, -7.199999999999996, 99
453, 41, -7.799999999999997, 115
454, 32, -8.599999999999996, 118
455, 45, -8.099999999999994, 113
456, 40, -5.699999999999998, 114
457, 64, -7.199999999999994, 107
458, 50, -9.49999999999999, 107
459, 26, -5.300000000000001, 111
460, 22, -5.699999999999999, 112
461, 38, -11.199999999999992, 101
462, 26, -5.199999999999999, 116
463, 29, -6.399999999999995, 101
464, 58, -10.399999999999993, 118
465, 36, -7.199999999999998, 106
466, 64, -10.999999999999995, 118
467, 30, -17.200000000000003, 103
468, 24, -4.1000000000000005, 106
469, 49, -6.599999999999995, 100
470, 64, -6.299999999999994, 110
471, 34, -5.999999999999997, 105
472, 64, -8.099999999999987, 112
473, 64, -6.299999999999994, 119
474, 64, -6.299999999999994, 113
475, 64, -8.199999999999987, 129
476, 21, -3.8000000000000007, 111
477, 24, -6.0, 115
478, 19, -4.5, 113
479, 25, -5.2, 104
480, 31, -9.499999999999996, 98
481, 64, -16.799999999999997, 107
482, 64, -8.099999999999985, 109
483, 26, -5.199999999999999, 131
484, 24, -5.0, 116
485, 64, -8.199999999999994, 120
486, 61, -11.49999999999999, 112
487, 64, -6.299999999999994, 103
488, 64, -10.099999999999985, 120
489, 64, -8.099999999999994, 128
490, 22, -3.9000000000000004, 115
491, 64, -12.599999999999989, 110
492, 64, -8.099999999999994, 111
493, 26, -4.3, 111
494, 64, -6.299999999999994, 116
495, 25, -5.999999999999998, 111
496, 64, -7.199999999999994, 115
497, 23, -6.799999999999997, 114
498, 64, -6.299999999999994, 114
499, 29, -7.3999999999999995, 122
500, 64, -12.899999999999983, 123

Average Reward: -7.5037999999999965
Average Number of Steps: 45
Minimum Number of Steps: 17
Average Time (in milliseconds): 76
